id,name,slug,status,status_slug,category,category_slug,city,city_slug,address,map_link,phone,phone2,email,website,certificate_start,certificate_end,certificate_link,supervisor_name,supervisor_phone,supervisor_email,logo_url,keywords,created_at,updated_at
874,,nur-ser-adi-z,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,Атырауская обл.,atyrau-oblysy,"ҚР, Атырау облысы, Құлсары қаласы, И.Тайманов көшесі, 28.",https://2gis.kz/atyrau/firm/70000001042885645?m=51.899931%2C47.105628%2F16,+7,,,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/633/403/f36/633403f36be31374953818.jpg'},,[],[]
872,,nur-ser-adi-zhsh,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Атырауская обл.,atyrau-oblysy,"ҚР, Атырау қаласы, Қ.Сәтпаев көшесі, 15Г. ",https://2gis.kz/atyrau/firm/70000001042885645?m=51.899931%2C47.105628%2F16,87789797893,,ceo@seradi.kz,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/633/402/b70/633402b70af4b058263196.jpg'},,[],[]
871,,nur-ser-adi-zhshs№,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Ғ.Мұстафин көшесі, 5б.",https://2gis.kz/almaty/branches/70000001057864234/firm/70000001057864235/76.879673%2C43.199236,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/633/400/857/63340085795eb148554423.jpg'},,[],[]
870,,too-constant-,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,Костанайская обл.,qostanaj-oblysy,"Костанайская область, город Костанай, улица Козыбаева, 153",https://2gis.kz/kostanay/branches/70000001054304248/firm/70000001054304249/63.637297%2C53.223146,+7 777 699 1735,,,,,,,Балахмет Алишер,8 775 108 38 18,alisherbt_94@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/656/42f/e7d/65642fe7d0c16420028908.jpg'},,[],[]
869,,hamrakulov-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Жезказган,zhezqazgan-qalasy,"ҚР, Жезқазған қаласы, Ғарышкерлер көшесі 26",https://2gis.kz/zhezkazgan/search/Nauat/firm/70000001091627571/67.707248%2C47.800327?m=67.70735%2C47.800371%2F16,8 700 777 70 36,,,,,,,Дархан Бейсенбаев,+7 771 830 93 43,darhan.beisembayev@gmail.com,https://halaldamu.kz{'path': None},,[],[]
868,,siks-inch-3-zhshss,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,г. Чимкент,shymkent-qalasy,"ҚР, Шымкент қаласы, Қаратау ауданы, Әл-Фараби көшесі, 19/1.",https://2gis.kz/shymkent/firm/70000001089012024?m=69.557909%2C42.337738%2F16,,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': None},,[],[]
858,,alipbaeva,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,"ҚР, Шымкент қаласы, Н.Төреқұлов, 53А",https://2gis.kz/shymkent/branches/70000001082590645/firm/70000001025913498/69.608184%2C42.324887,8771 561 77 77,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/638/481/bd2/638481bd29668419041277.jpg'},,[],[]
857,,konditerskaya-dim-ka-zhshs,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,Жамбылская обл.,zhambyl-oblysy,"Тараз қаласы, Байзақ батыр, ғимарат 245А",https://2gis.kz/taraz/search/%D0%94%D0%B8%D0%BC-%D0%9A%D0%B0/firm/70000001054168821/71.362735%2C42.863817,87077373742,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/653/618/f0e/653618f0e02a6745968516.jpg'},,[],[]
856,,mart-zhk,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,Атырауская обл.,atyrau-oblysy,"Атырау қаласы, Говоров көшесі, 40",https://2gis.kz/atyrau/geo/70030076163959173?m=51.95208%2C47.097497%2F16,8702 151 67 22,,atirausiti686@gmail.com,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': None},,[],[]
855,,almaty-royal-fud-zhshs,Сертифицированные,sertifikattalgan,Производство муки,un-ondirisi,г. Алматы,almaty-qalasy,"РК, город Алматы, улица А.Розыбакиева, 125\3",https://2gis.kz/almaty/inside/9430047374968995/firm/70000001090068763?m=76.890823%2C43.225933%2F16,8 702 618 9077  /     8707 785 12 97,,batyrkhanov.aday@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
854,,urban-press-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"Астана қаласы, Төле би көшесі, 48",https://2gis.kz/nur_sultan/firm/70000001061544617?m=71.397809%2C51.131491%2F16,+7 701 711 77 77,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/652/cd1/eb6/652cd1eb6ed24967108939.jpg'},,[],[]
853,,bekbota-zhk,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Астана қаласы, Сығанақ көшесі, 60/5",https://2gis.kz/nur_sultan/firm/70000001048767991?m=71.428125%2C51.122375%2F16,,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/633/14a/a92/63314aa9276b2676174694.webp'},,[],[]
852,,kasymova-zhk,Сертифицированные,sertifikattalgan,Колбасное производство,shuzhyq-ondirisi,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Абай даңғылы, 28",https://2gis.kz/shymkent/geo/22659371323493502?m=69.564884%2C42.319371%2F16,8776 777 77 17,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': None},,[],[]
851,,sejdan-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Жамбылская обл.,zhambyl-oblysy,,,,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/633/13f/4fb/63313f4fbdec7990303535.jpg'},,[],[]
850,,ernar-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,г. Караганда,qaragandy-qalasy,"РК, город Караганда, улица С.Ерубаева, 29.",https://2gis.kz/karaganda/search/%D0%95%D1%80%D1%83%D0%B1%D0%B0%D0%B5%D0%B2%D0%B0%2C%2029./geo/11822584677016112/73.087654%2C49.810772/tab/inside,8 707 301 69 64,,ikrg@mail.ru,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': None},,[],[]
848,,utepova-gulmira-muratovna-zhk,Сертифицированные,sertifikattalgan,Мясной магазин,et-dukeni,Актюбинская обл.,aqtobe-oblysy,"Ақтөбе қаласы, Әбілқайыр хан даңғылы, 6а",https://2gis.kz/aktobe/search/HAMZA%20halal%20et%20onimderi/firm/70000001064063510/57.147403%2C50.309667,,,,,,,,Алмат Амангелдіұлы,+7 771 168 9070,almat.ali@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/632/827/e41/632827e41d48a963137018.jpeg'},,[],[]
847,,applechef-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы, Достық даңғылы, 40",https://2gis.kz/almaty/branches/70000001062658571/firm/70000001062658572/76.956367%2C43.250833?m=76.95638%2C43.251215%2F16,8702 983 80 09,,ip_seul@list.ru,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/67d/016/8c3/67d0168c37e16072179639.png'},,[],[]
846,,imtiaz-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"ҚР, Астана қаласы, Есіл ауданы,Қобыланды батыр көшесі, 3",https://2gis.kz/astana/search/Mumtaz/firm/70000001038171106/71.516472%2C51.156433?m=71.443111%2C51.130362%2F10.99,,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': None},,[],[]
845,,ali-zhk,Сертифицированные,sertifikattalgan,Молочные продукты,sut-onimderi,Мангистауская обл.,mangystau-oblysy,,,8705 817 18 80,,artyomteterya@gmail.com,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': None},,[],[]
844,,ismailova-asel-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Актюбинская обл.,aqtobe-oblysy,"Ақтөбе қаласы, Әз-Наурыз көшесі, 33",https://2gis.kz/aktobe/branches/70000001044481039/firm/70000001044481040/57.202076%2C50.281949?m=57.154111%2C50.30063%2F10.79,,,,,,,,Алмат Амангелдіұлы,+7 771 168 9070,almat.ali@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/680/5f8/6db/6805f86db5dce772422380.jpg'},,[],[]
843,,kaspifood-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Мангистауская обл.,mangystau-oblysy,"Ақтау қаласы, 12 ы/а , 33 үй",https://2gis.kz/aktau/search/CHEF%60S%20RESTAURANT/firm/70000001035124214/51.148428%2C43.663127,+7 701 757 05 69,,,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/632/7f8/b12/6327f8b12e6b8171253471.jpg'},,[],[]
841,,alem-bakery-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"ҚР, Астана қаласы, Сығанақ көшесі, 1Б.",https://2gis.kz/astana/branches/70000001080350912/firm/70000001093954106/71.366159%2C51.132296?m=71.366159%2C51.132296%2F14.76,8 700 600 60 80,,nurgisa_sultan@mail.ru,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/67a/069/40c/67a06940caf36423089812.jpg'},,[],[]
840,,cherniyazova-gulvira-zhaksygalievna-zhk,Сертифицированные,sertifikattalgan,Ет өнімдері,et-nimderi,ЗКО,bqo,,,+7,,,,,,,Асылбеков Асхат,8 775 990 93 63,asik07-07@mail.ru,https://halaldamu.kz{'path': None},,[],[]
839,,rahmetbaev-zhkAS,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,г. Астана,nur-sultan-qalasy,"РК, город Астана, улица Айтеке би, 14. ",https://2gis.kz/astana/geo/70030076180830088?m=71.381201%2C51.137456%2F16,8 705 580 86 69,,temirlan.27k@gmail.com,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': None},,[],[]
838,,omarov-es-zhkh,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,Жамбылская обл.,zhambyl-oblysy,"Жамбыл облысы, Тараз қаласы, Ы.Сүлейменов көшесі,16",https://2gis.kz/taraz/branches/70000001052006948/firm/70000001055197305/71.370563%2C42.904723,,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/652/cc3/8e3/652cc38e39b5a406402504.jpg'},,[],[]
837,,omarov-es-zhkk,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,Жамбылская обл.,zhambyl-oblysy,"Жамбыл облысы, Тараз қаласы, Желтоқсан көшесі, 76",https://2gis.kz/taraz/search/Ai%20Ai%20Chicken/firm/70000001051542603/71.36915%2C42.905348,,,,,,,,Аманжолов Мақсат,8 778 801 84 83,maksat_zhumazhanov@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/632/18f/daa/63218fdaa5d14167153377.png'},,[],[]
836,,omarov-es-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Жамбылская обл.,zhambyl-oblysy,"Желтоқсан көшесі, 76 (ресторан)",https://2gis.kz/taraz/branches/70000001051429441/firm/70000001051349347/71.36915%2C42.905348,,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/631/ee3/2e0/631ee32e0e009217193973.png'},,[],[]
835,,ajzhanov-islam-zhkm,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Жамбылская обл.,zhambyl-oblysy,"Жамбыл облысы, Тараз қаласы, Ә.Әйтиев көшесі, 63",https://2gis.kz/taraz/firm/70000001053458123?m=71.374202%2C42.892591%2F16,+7 708 705 92 99,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/631/ed4/11e/631ed411e3888080980419.jpg'},,[],[]
834,,ajzhanov-islam-zhkl,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Жамбылская обл.,zhambyl-oblysy,,,+7 708 705 92 99,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/631/ed3/4c2/631ed34c260e4835805319.jpg'},,[],[]
832,,efendi-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Мангистауская обл.,mangystau-oblysy,"Ақтау қаласы, 17 ықшам ауданы, 6/3, НП 150",https://2gis.kz/aktau/search/BARISTA%20Business/firm/70000001066739087/51.136068%2C43.676634,8702 362 67 78,,barista.business@mail.ru,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': None},,[],[]
831,,kabulov-ms-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Туркестанская обл.,turkistan-oblysy,,,87014689066,,Kabulovmadiar89@gmail.com,,,,,Мұстафа Калджанович,‪+7 771 634 8484‬,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/631/ecf/320/631ecf32017a1025434664.jpg'},,[],[]
830,,doni-ltd-zhshsz,Сертифицированные,sertifikattalgan,Производство мороженого ,balmuzdaq-ondirisi,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Әл-Фараби ауданы, Ковалевский көшесі, 15Б",https://2gis.kz/shymkent/geo/22659371323410835?m=69.592213%2C42.291255%2F16,8 707 598 83 19,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/632/7f4/ebb/6327f4ebb3d99170240134.jpg'},,[],[]
829,,isamel-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Достық ауданы, Қарғалы көшесі, 136",https://2gis.kz/almaty/geo/9430047375160285?m=76.827705%2C43.216089%2F16,8 707 483 68 89,,zhusup.asel@mail.ru,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
828,,zhenis-cake-company-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"ҚР, Астана қаласы, Б.Момышұлы даңғылы, 2Б.",https://2gis.kz/astana/firm/70000001095471824?m=71.459491%2C51.131688%2F16,8 775 038 54 57,,kafehalalfood@gmail.com,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': None},,[],[]
827,,newton-cake-company-zhshs,Сертифицированные,sertifikattalgan,Птицеферма,qus-fabrikasy,Акмолинская обл.,aqmola-oblysy,,,8 701 790 94 42,,aq-dala@agro@mail.ru,,,,,Муталов Науан,8 701 335 77 15,Nauanhazret_kz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/67a/075/cd5/67a075cd5f94f875168054.jpg'},,[],[]
826,,tektau-zhshs,Истекшие,merzimi-ayaqtaldy,Производство меда,bal-ondirisi,Алматинская обл.,almaty-oblysy,"Алматы облысы, Ескелді ауданы, Сырымбет а\о, Сырымбет ауылы","https://www.google.kz/maps/place/%D0%A1%D1%8B%D1%80%D1%8B%D0%BC%D0%B1%D0%B5%D1%82/@44.8595191,78.6817861,15z/data=!3m1!4b1!4m9!1m2!2m1!1z0JDQu9C80LDRgtGLINC-0LHQu9GL0YHRiywg0JXRgdC60LXQu9C00ZYg0LDRg9C00LDQvdGLLCDQodGL0YDRi9C80LHQtdGCINCwXNC-LCDQodGL0YDRi9C80LHQtdGCINCw0YPRi9C70YssINCa0YDQuNGB0YLQsNC70Lsg0LrTqdGI0LXRgdGWLCA10JA!3m5!1s0x427fbacdf01bb2f9:0xbfe6fcc6991bfe5b!8m2!3d44.8565078!4d78.6808147!15sCo8B0JDQu9C80LDRgtGLINC-0LHQu9GL0YHRiywg0JXRgdC60LXQu9C00ZYg0LDRg9C00LDQvdGLLCDQodGL0YDRi9C80LHQtdGCINCwXNC-LCDQodGL0YDRi9C80LHQtdGCINCw0YPRi9C70YssINCa0YDQuNGB0YLQsNC70Lsg0LrTqdGI0LXRgdGWLCA10JCSAQhsb2NhbGl0eeABAA?hl=ru",,,,,,,,Жұмабеков Жанәбіл,,abdurrahman_2013@bk.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/632/2d0/4ab/6322d04ab57ff578846998.jpg'},,[],[]
825,,prajm-fud-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"​Проспект Жибек Жолы, 65а",https://2gis.kz/almaty/branches/70000001030534578/firm/70000001030534579/76.947737%2C43.262435?m=76.89413%2C43.242884%2F11.79,8 705  999 88 46,,a.zyuzina@lanzhou.kz,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
824,,aksai-cake-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Жетысуская область,taldyqorgan-qalasy,"ҚР, Жетісу облысы, Талдықорған қаласы, Самал ш.а., 43 үй, 2 кеңсе.",https://2gis.kz/almaty/firm/70000001066435126?m=78.355113%2C44.996101%2F16,,,,,,,,Ордыбай Мұхаммед,8 702 291 06 81,muhammad_0681@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/678/e24/330/678e243306de6300589473.jpg'},,[],[]
823,,daniyal-zhk,Сертифицированные,sertifikattalgan,Мясной магазин,et-dukeni,Актюбинская обл.,aqtobe-oblysy,"ҚР, Ақтөбе қаласы, 12 шағын ауданы, 51А.",https://2gis.kz/aktobe/search/%D0%9A%D1%96%D1%88%D1%96%20%D0%96%D2%AF%D0%B7%20%D0%95%D1%82%20%D0%9E%D1%80%D1%82%D0%B0%D0%BB%D1%8B%D2%93%D1%8B/firm/70000001059174794/57.19%2C50.277477,8 705 818 75 75,,erzhekenov79@mail.ru,,,,,Алмат Амангелдіұлы,+7 771 168 9070,almat.ali@mail.ru,https://halaldamu.kz{'path': None},,[],[]
822,,kodzhak-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Жамбылская обл.,zhambyl-oblysy,"Жамбыл облысы, Тараз қаласы, Ыбырай Сулейменов, №16 үй, н.п. 3  ",https://2gis.kz/taraz/geo/70030076203060067?m=71.371721%2C42.904413%2F16,8 747 145 70 12,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/630/ef2/584/630ef25841794788423908.jpg'},,[],[]
821,,tolqyn-zhk,Истекшие,merzimi-ayaqtaldy,Кондитерские изделия,konditerlik-onimderi,Мангистауская обл.,mangystau-oblysy,"ҚР, Маңғыстау облысы, Ақтау қаласы, 32Б ықшам ауданы, 3",https://2gis.kz/aktau/branches/70000001057209894/firm/70000001057209895/51.176223%2C43.686292,+7 702 150 74 00,,,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/668/d0f/019/668d0f019425f200131976.jpeg'},,[],[]
820,,brownie-zhshs,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,г. Чимкент,shymkent-qalasy," Шымкент қаласы, Инкардария көшесі, 38",https://2gis.kz/shymkent/search/%D0%98%D0%BD%D0%BA%D0%B0%D1%80%D0%B4%D0%B0%D1%80%D0%B8%D1%8F%20%D0%BA%D3%A9%D1%88%D0%B5%D1%81%D1%96%2C%2038/geo/22659371323877881/69.502753%2C42.378958,8 702 945 45 28,,Fariza.dailetbakova@happycake.kz,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': None},,[],[]
819,,marmeladka-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"Астана қаласы, Қабанбай батыр көшесі 53, блок С2",https://2gis.kz/astana/firm/70000001033413760?m=71.394918%2C51.090598%2F16,8702 400 45 49,,kunde@nu.edu.kz,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': None},,[],[]
816,,ottomans-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Костанайская обл.,qostanaj-oblysy,"Қостанай қаласы, Аль-Фараби даңғылы, құрылым 72А",https://2gis.kz/kostanay/firm/70000001059754032?m=63.630492%2C53.215482%2F16,8 775 195 15 15,,,,,,,Балахмет Алишер,8 775 108 38 18,alisherbt_94@mail.ru,https://halaldamu.kz{'path': None},,[],[]
815,,tansikbaev-zhkk,Истекшие,merzimi-ayaqtaldy,Колбасное производство,shuzhyq-ondirisi,Жамбылская обл.,zhambyl-oblysy,"Тараз қаласы, Жамбыл даңғылы, 2А  ",https://2gis.kz/taraz/geo/70030076203893394?m=71.413889%2C42.924112%2F16,,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/651/b7f/b91/651b7fb91e77b417244933.jpg'},,[],[]
814,,srazhdinov-zhkk,Сертифицированные,sertifikattalgan,Производство кофе и чая,kofe-zhane-shaj-ondirisi,г. Алматы,almaty-qalasy,,,8777 132 77 77,,Qulylys.saiman@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
813,,ajali-cakes-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,,,87779880199,,olga.kuts@emil-factory.kz,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': None},,[],[]
812,,rysbekova-zhansaya-ashatovna-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Мангистауская обл.,mangystau-oblysy,"Ақтау қаласы, 32б шағын ауданы, 22 үй, 9 нп",https://2gis.kz/aktau/search/Maki%20maki/firm/70000001052308691/51.177844%2C43.692229,8 778 399 30 88,,zhans.8848@gmail.com,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/632/2e0/9c7/6322e09c7292d756279828.jpeg'},,[],[]
810,,siks-inch-kazahstan-zhshs,Сертифицированные,sertifikattalgan,Колбасное производство,shuzhyq-ondirisi,г. Чимкент,shymkent-qalasy,,,8 775 878 00 00,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': None},,[],[]
808,,bakizhanovaz-zhk,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,Кыргызстан,qyrgyzstan,,,8 771 501 29 80,,ramazanova.b@mail.ru,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/670/911/c02/670911c021706174408512.jpeg'},,[],[]
807,,zhake-shq,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Актюбинская обл.,aqtobe-oblysy,"Ақтөбе облысы, Астана ауданы, Маресьев көшесі, 81",https://2gis.kz/aktobe/search/%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%9C%D0%B0%D1%80%D0%B5%D1%81%D1%8C%D0%B5%D0%B2%D0%B0%2C%C2%A081/geo/70030076156515178/57.150018%2C50.301337?m=57.15006%2C50.301314%2F17.88,8701 065 01 43,,mana_0590@mail.ru,,,,,Алмат Амангелдіұлы,+7 771 168 9070,almat.ali@mail.ru,https://halaldamu.kz{'path': None},,[],[]
806,,yeraaim-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Атырауская обл.,atyrau-oblysy,"Атырау қаласы, Абай көшесі, 26А",https://2gis.kz/atyrau/inside/70030076228248218/firm/70000001061450268/51.934065%2C47.106004?m=51.934243%2C47.106069%2F16,87718468541,,amanai@mail.ru,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/632/43c/cec/63243ccec7439116748864.jpeg'},,[],[]
805,,microhim-zhshs,Сертифицированные,sertifikattalgan,Дезинфицирующие и моющие средства,kosmetika,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, В.Стасов, 70",https://2gis.kz/almaty/firm/70000001029346114?m=76.957099%2C43.328565%2F19,,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/632/2eb/391/6322eb391572a700309570.png'},,[],[]
804,,too-firma-chambar,Сертифицированные,sertifikattalgan,Молочные продукты,sut-onimderi,Актюбинская обл.,aqtobe-oblysy,"​Улица Смагулова, 9б/1",https://2gis.kz/aktobe/firm/70000001032738308?m=57.202315%2C50.298048%2F16,87779281913,,chief_ssik@milkyland.kz,,,,,Алмат Амангелдіұлы,+7 771 168 9070,almat.ali@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/656/424/149/656424149ad0c267136500.jpg'},,[],[]
803,,ip-mikailova-n,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,Жетысуская область,taldyqorgan-qalasy,"РК, город Талдыкорган, М.Толебаева 87/89, кв 37.",https://2gis.kz/almaty/firm/70000001083030742?m=78.374634%2C45.014595%2F17.64,8 702 951 53 23,,talish_dmk@mail.ru,,,,,Ордыбай Мұхаммед,8 702 291 06 81,muhammad_0681@mail.ru,https://halaldamu.kz{'path': None},,[],[]
